age,income_level,education_level,financial_literacy,risk_tolerance,app_usage_frequency,time_reviewing_recs,follow_through_rate,override_frequency,savings_rate_change,investment_returns,budget_adherence,debt_reduction,net_worth_growth,trust_score,perceived_usefulness,perceived_accuracy,rec_type,risk_level,confidence_score,user_satisfaction,continued_usage,explanation_quality,transparency_rating,privacy_concerns,financial_outcomes
68,1,5,4,0.233712081910433,4,21.406770183533588,0.875883083517057,0.9961576734987788,0.1297886070418196,15.26496129951143,0.0805808122865135,0.3720435678122074,-0.0016725651909701,73,2,4,balanced,3,0.6291175786342668,2,1,5,3,3,3
34,4,2,1,0.5400119146045106,3,10.113125086176105,0.5390945527360087,0.8254156641239481,-0.1414254973588735,-1.1016255352872069,0.1471632510949453,0.0924495170370666,0.2659368599406618,98,1,1,balanced,3,0.1526581645407837,4,0,1,3,3,4
25,4,1,2,0.8800790875614583,2,2.5014178344393017,0.2824724263700037,0.844871347755229,0.1331718862296912,-7.684374093205961,0.2979772354958437,0.4579002951270714,0.0341627253985387,77,4,1,conservative,2,0.7101732665901607,4,1,5,5,5,2
52,5,4,1,0.6508773690471942,3,39.10352079090257,0.4252281854376939,0.2490087361090899,0.0161186127161228,-4.903387803428282,0.0897595005601571,0.3944793908388575,0.2809056058133489,55,3,4,aggressive,1,0.6773418460815164,2,1,1,2,4,3
52,1,2,2,0.5329577865513353,3,38.57723672982985,0.0375710903989073,0.5767023988577563,0.1378663636360897,-6.191667587350819,0.9108262646863152,0.8670601823789473,0.1132221160378844,36,1,2,conservative,2,0.0244268829406332,2,1,4,3,3,4
50,3,1,3,0.3243337531153756,7,21.09564582829621,0.1278668012224175,0.0672559139673678,-0.0274793174635941,-6.301486621031595,0.0060470431839784,0.2439953023524722,0.1526177514704641,89,2,5,aggressive,2,0.4117476675902431,5,1,5,3,4,4
22,4,3,2,0.3330019130581979,1,5.23100144201141,0.7655467505158609,0.0949179368216697,-0.0483838058467859,5.556850659972017,0.4838602188643114,0.966734227535108,0.1171761777957311,24,1,5,aggressive,5,0.3329502469623733,3,0,3,5,3,2
59,1,5,2,0.6694869551981901,7,25.16810479881869,1.1634755366141114e-05,0.9988926120332906,0.1660242930068889,-2.624576725197992,0.1232474581325514,0.958138119804496,-0.0482477532133196,44,1,2,balanced,3,0.6694120642536434,2,0,5,5,3,5
56,4,1,5,0.9941393612211676,5,19.36183220874022,0.4165658284822922,0.3266392494259109,-0.0995322929806394,0.7441914958743325,0.3076790894779485,0.2476316430714387,0.0503284876031764,17,1,1,balanced,4,0.2161358123109207,3,0,1,5,1,4
58,4,3,4,0.6618391898493786,4,40.95011774436555,0.5225101810855884,0.7481839120488464,0.1376849301144572,19.685160001529677,0.9260595598182656,0.3480519554773205,-0.0603415550889504,2,4,4,conservative,3,0.5908719229742585,1,1,2,5,2,2
45,3,1,4,0.5577834173700249,2,36.74097571770873,0.0546344200009722,0.8066650530268165,-0.0063917709962383,10.529427467760344,0.1616945532739868,0.895555740873885,0.1491816176733527,13,5,5,aggressive,3,0.9132059618141724,4,1,5,3,3,1
24,2,5,3,0.7306505102392461,7,22.51102996365486,0.9730781629723328,0.8580232710072292,0.0056381770205038,18.46942001141004,0.9658323197183326,0.9666222208961076,0.0787496780801755,31,3,4,aggressive,5,0.7978023722086077,5,0,4,1,5,5
26,5,5,3,0.4652056122837181,4,13.855660701044416,0.2261253312496719,0.9976282974021564,-0.0766126874042064,-5.723303349006532,0.2057943769894217,0.443439102836044,0.2111939886283747,93,4,2,conservative,4,0.9214577362165304,4,0,1,3,2,1
25,5,2,4,0.0601423426007852,6,59.29412200317992,0.3041987196362808,0.2414964852568678,0.0292168802476062,1.464184244977078,0.7415661084668296,0.3209970456408978,-0.011811807600252,28,4,4,conservative,1,0.97850596693269,5,1,5,1,4,1
29,3,4,5,0.5622968158779098,4,27.78609565057078,0.3039425122550273,0.0403508268596997,-0.0699155214895154,6.641954098470627,0.5466772648973117,0.526094013251542,-0.034173576628266,60,5,2,conservative,4,0.0106701270061627,1,0,2,3,3,2
51,4,1,4,0.9576252845053802,6,41.60817991103399,0.2304166621173499,0.411191517994586,-0.184292234303339,-7.6972581433378595,0.8844787275967592,0.6877692063657348,0.0625328923855071,27,4,1,balanced,1,0.6227412763774776,4,1,3,3,4,4
50,1,1,5,0.1753029423576596,7,9.292625087123286,0.0014738220863114,0.1300806698289469,-0.0912005578622575,-9.874376691161263,0.5539932555031309,0.2734745153749798,0.2706341532873525,15,1,2,conservative,4,0.4128393977589064,1,1,3,5,4,5
65,4,3,3,0.6900048908206657,5,29.64979227990447,0.7293447940879964,0.0224258891620551,-0.1974483826373637,10.113030013907526,0.5345592191563087,0.7364731746190728,0.1841687260049647,95,1,2,conservative,2,0.8598544903351217,5,1,3,1,5,5
40,3,5,1,0.2009336886590564,7,2.624666472298464,0.9668454997992854,0.3604268271414861,0.1913419148227426,9.25458550404306,0.1954580003683999,0.051657357114641,0.0675694499171674,79,2,5,aggressive,4,0.2518147020091317,2,1,3,4,5,2
41,5,1,3,0.5358276844730813,6,30.821851956716547,0.224293483285045,0.7837382510752364,0.186298883927899,2.323664299988353,0.1662293620516587,0.0492944927644164,0.1069088679017242,33,4,4,conservative,5,0.981029489115076,4,1,3,4,2,3
54,4,5,3,0.0966764496467196,4,57.87702701994444,0.6630471918034224,0.5661806912250709,-0.0419378810110779,4.68932228096098,0.9164891511155142,0.3862877051455452,-0.0663147955291606,20,2,5,aggressive,1,0.6137079695437473,1,1,2,1,1,3
52,5,1,2,0.4503709362581851,4,23.668196066162213,0.7418963269587151,0.312777989210354,0.0913483417358583,2.463290017762688,0.327838198850034,0.3534731920607206,0.2938303585504452,42,3,3,aggressive,3,0.793537402228831,4,0,5,2,1,4
61,1,2,2,0.7561633288952461,6,3.3007647419197834,0.8484253790905247,0.6543420054927197,-0.06167756063583,-9.279848654653334,0.3720822549628959,0.3156332153671523,0.1665629218779676,12,1,2,balanced,5,0.0855995528227683,4,0,3,2,3,3
57,5,4,2,0.3475715242389821,3,2.8263916642412683,0.4226291970136091,0.2320181803088107,0.0684372628343904,0.0611481865238729,0.7598236584283884,0.49101976266891,0.0141616273853689,73,3,3,conservative,1,0.183457884758865,4,0,5,2,5,1
39,5,1,2,0.664911724487218,5,23.8912188368653,0.3029309056404292,0.014381446072085,0.1221720172183916,-4.687532338081305,0.3388234824228073,0.3207335823115712,0.1343233576860977,23,5,5,conservative,1,0.7584036730342032,3,1,2,3,3,5
44,2,5,5,0.7954499607897292,1,10.441471251328448,0.3252951340230311,0.7643533864364274,0.1787024978768963,-7.047274326958938,0.9520624466390027,0.1922579184680919,-0.0562070535724024,72,1,4,aggressive,3,0.0219865220393236,1,0,2,3,1,3
52,2,2,4,0.9271778194794528,2,2.377773683362969,0.7126213330985128,0.6237430848640091,-0.0399150896601311,18.701613016680493,0.7379277689988003,0.3094695490886009,0.2863346675230335,96,3,5,balanced,2,0.8168779858937828,1,1,4,4,2,4
18,2,1,1,0.2346420818554535,4,45.61660322306043,0.816779466505636,0.76230262450096,0.113319193182419,7.980791751264967,0.59742924257342,0.974904272810235,-0.0300860048466536,14,5,4,balanced,5,0.0139490186919114,4,1,3,2,3,2
52,5,3,3,0.3993159158093081,2,28.052857524031552,0.1816139677566026,0.0389380166876656,-0.0936286197471524,11.85968852709808,0.8808951605447525,0.4111134169948486,0.1592121272220857,91,3,4,conservative,3,0.6571188390612733,2,1,2,5,1,3
54,3,4,5,0.1524160133304174,1,18.065441546386616,0.3709410081577652,0.8371196278306522,0.1961329215174593,-0.5390877020164755,0.0496059083494827,0.4447127768583357,-0.0018182149844278,25,5,1,aggressive,3,0.3650939202318058,4,1,5,2,2,5
64,5,1,1,0.9924835021583752,7,54.10490779797236,0.90194019674915,0.6195262000363033,-0.1896921604942595,1.7944138848204556,0.2570626921892087,0.57654498995114,0.1870245530594143,77,5,2,conservative,2,0.6114948527191991,3,0,1,5,1,4
31,3,2,5,0.9270009679242952,2,7.852198651831011,0.8066935196947392,0.5633953507126401,0.0414115226004483,-2.892280183098296,0.4650363342209099,0.9833407684142266,0.2107285468961124,85,1,5,conservative,5,0.6960314069891137,5,0,3,1,3,2
20,3,3,5,0.5399571302805596,1,57.39921090836384,0.9848584027624758,0.6246140481145316,0.0638023926605308,-7.091029871037257,0.226978539471521,0.241601276435763,0.169367891564573,31,2,4,conservative,3,0.3424752191863042,3,0,4,1,3,5
18,2,2,3,0.8420332943764213,6,19.52403632526381,0.7542482596820808,0.8644332468683641,0.0752182228296515,-4.629050876752486,0.7439051873021519,0.6812821105324338,0.145799784102077,54,5,5,conservative,2,0.1079624481108355,2,1,5,4,3,4
22,4,2,4,0.5209579772720422,3,53.415816666212194,0.3931952010279222,0.5869365065589071,-0.1518449684843644,13.925421358894576,0.9192080310537252,0.7159846935417241,0.2569876375808047,5,5,5,aggressive,5,0.0696458677482656,4,0,3,5,2,1
43,1,3,2,0.6235856880027597,4,36.57362971228823,0.5906378339946378,0.5809503798881793,0.1754119133892521,10.326374155513276,0.4237701199309234,0.6073244167930659,-0.0685493156040967,13,1,4,balanced,4,0.5889360225625478,1,0,4,3,1,1
31,2,2,4,0.0891244321160166,1,49.77573422474776,0.6610142542473203,0.9906791570657658,-0.1275266883799669,6.407866279564306,0.3421326001118949,0.088578339636644,0.032365906312078,28,2,3,conservative,1,0.5206553537341115,4,0,4,4,4,2
56,2,3,3,0.7552704204968079,2,59.05677662941739,0.0784558163171239,0.756730167068568,0.0491013612959364,4.2526961860030426,0.9615507321375664,0.6768722758275765,-0.0006850081476616,43,4,2,conservative,2,0.7422010091211325,2,1,4,2,1,1
44,4,1,3,0.1277134836352348,4,18.015920831306,0.5444969591038651,0.4422938054511353,-0.110929568350766,17.673028509683732,0.4448524328275408,0.0640947110361754,0.2952055848261686,89,4,2,conservative,1,0.5097355100039371,1,0,1,2,5,2
26,1,3,3,0.8260676302525284,3,57.70699363904799,0.7093208284726096,0.7073970000329277,-0.0771134331914916,-7.817951566639948,0.4890484004492832,0.5961426495498969,0.0557559118667494,99,2,1,conservative,4,0.4224457900308791,3,1,3,1,3,4
32,5,3,1,0.7820280876703859,6,23.9794317992428,0.1673213040010603,0.3892304716917885,0.0185834166912497,-1.5819756028625207,0.3516498723419053,0.7395811772217427,0.1930450796961595,47,3,1,balanced,3,0.3980871782362308,5,0,1,3,4,4
32,5,4,4,0.7087446977429764,7,23.745202379478417,0.7806317174255571,0.228875462483499,-0.0331226325741694,0.4981356071214211,0.9095484730121384,0.2109698906199504,0.1738900655524018,71,1,1,balanced,3,0.0264469025976674,5,1,5,1,2,2
43,2,3,4,0.0361603805247621,4,21.08283915101584,0.5837727805141116,0.5968518768877594,-0.1359097596093975,13.472774366383636,0.5689554832818507,0.841622007542774,-0.0151675050090489,38,2,2,balanced,5,0.3355572016966571,4,0,2,4,5,4
59,1,3,5,0.3031283559453286,7,32.943048833507525,0.9522217856975946,0.9281820981139516,-0.1316254390316606,19.77543860485914,0.7621745871816447,0.0303538055330042,-0.0044009279153794,96,4,3,balanced,2,0.9760201575244942,3,0,4,1,3,4
30,2,1,5,0.2631125699108428,1,10.09455754753074,0.0424222982068916,0.9291395200154628,-0.0327420847348801,-2.779884557285408,0.8118067183508864,0.8438128636583061,0.0125138254212136,67,5,2,conservative,2,0.8735555762270888,2,0,5,5,4,1
68,3,4,5,0.3601364074715191,3,33.66897763612266,0.2653261375554669,0.3419052781054903,0.1029131913102003,16.22922002411242,0.3418490419172582,0.4603290506427651,0.0644509113037516,62,4,2,aggressive,5,0.3293780670342177,5,1,1,2,2,4
49,2,5,3,0.0876427467638385,2,32.96058393219023,0.6015538792998241,0.527677466221695,0.1591858587391154,14.91868281295374,0.43369433132038,0.2175879399316445,-0.0062699737397892,39,5,2,balanced,1,0.5877954050663722,3,0,4,3,5,5
56,2,1,4,0.9369578230310628,3,45.95220694368733,0.2965599122059307,0.2116358985698612,-0.1663489350962468,-3.2602780707470016,0.8484717744062646,0.133778144993968,-0.0921394069012608,37,1,2,balanced,3,0.847296745535494,4,0,5,2,3,3
66,5,1,3,0.5538022407123763,3,50.18534775431755,0.7144241640712422,0.9956311094988834,-0.0427584369762395,1.979977405976678,0.3632553516758102,0.9533071675823724,0.2517572227228782,86,5,3,conservative,3,0.4412743367500686,1,1,5,4,2,4
69,5,5,1,0.3055243106580235,5,26.98603966843302,0.759005282521931,0.9811179078679356,-0.1599017745108493,2.290186078775573,0.7939351334518513,0.0726655875811567,0.2862439325523537,8,2,1,conservative,2,0.0179578637501509,4,1,4,3,1,3
49,5,3,5,0.3969815170742834,3,18.83766171173813,0.1025159640664744,0.6495089297074473,-0.1933630077469608,19.34662005579675,0.9409923225744372,0.1990934199359256,0.0366281548126271,81,5,5,conservative,2,0.07451046181864,4,1,5,5,1,1
21,3,2,3,0.4472025405048356,3,16.300758941708573,0.5138544642067677,0.8044140596774734,0.0646874730575826,-4.573242958633051,0.623210373068007,0.3478223474330459,0.0354027517701891,52,3,1,conservative,5,0.5103927213487066,3,1,5,1,3,3
47,5,4,3,0.6005943333606173,4,12.482806365587445,0.5088905555910559,0.7151001612837,0.0409797767866351,13.974739133143462,0.7416272874518889,0.6202348489611205,-0.0971632748902516,91,2,1,aggressive,4,0.9694393756758783,5,0,3,2,5,5
54,1,2,1,0.5156794276964978,2,4.401207349742468,0.369280770215541,0.5931582190394682,-0.1347923544740455,0.0257814251932977,0.8050973120411349,0.5448010852760984,0.1721002753321496,33,1,5,aggressive,1,0.6932095422188678,3,0,3,2,2,2
40,4,5,2,0.9193919732144172,4,21.204430751248086,0.932924862569672,0.0533479969888976,-0.1064748667627743,11.92611037328481,0.8450396488966425,0.1256434924123139,0.2301759582994515,81,2,2,balanced,4,0.0709161914385695,1,1,5,4,1,3
56,1,1,4,0.4969634829058302,4,16.94461383571621,0.8275063198732212,0.454764342552661,-0.1905168985421926,2.600330128869885,0.3950533378567959,0.2897279837382146,-0.0413566798559987,42,3,3,aggressive,4,0.1893608757918627,3,0,5,2,3,1
62,1,1,2,0.9921580148233128,1,58.01862576611804,0.6972093819096368,0.6747863021674105,0.1339788822777615,7.350792893496202,0.0512634591759981,0.238751771086024,-0.0361334602531397,76,1,3,balanced,2,0.77132314321685,2,1,4,2,5,1
32,5,4,5,0.8514249577450957,4,33.90482074875259,0.7143266357349976,0.6775316138836847,0.1898762384194205,14.978353199783932,0.4018762712367395,0.2135428544903413,0.2160332999885751,27,4,1,balanced,2,0.8414397599562448,4,0,2,2,3,4
60,4,1,3,0.2085105143573358,5,21.489345302799947,0.4617161438131191,0.3731226184223836,-0.1458161852821237,14.124966949516525,0.6737562297840898,0.411144336479987,0.1465162993416578,8,3,5,aggressive,2,0.6176945861885909,5,1,2,5,3,5
46,4,1,1,0.9305952146439164,5,35.247588458628066,0.920994521096576,0.9416919866580306,-0.1074099144938807,15.992695506191003,0.4503503857807928,0.7040314525916569,-0.0820557769489132,23,1,4,balanced,4,0.6444231696298166,1,0,2,2,2,1
53,4,4,1,0.116366397885476,7,9.212605379396036,0.6945954272532854,0.167357032236781,0.1473638095787736,-8.21148023966023,0.7489631508603986,0.2174529322172359,0.1490187961849126,64,5,2,conservative,1,0.0283374503833846,4,1,2,3,2,5
30,3,4,4,0.8174497084911916,1,27.19858120292997,0.7289810616558164,0.5003594462155606,0.1705855191824739,10.761516591192343,0.3569824294686639,0.3666788797029814,0.0235670891375064,93,2,1,balanced,2,0.8285302595815085,3,1,2,2,4,3
49,5,5,2,0.3806232934765801,7,37.94782496384276,0.8616909037873453,0.6908839765508228,-0.0321490468772758,-5.800378698347114,0.6347441411040295,0.3909174268411622,0.0474900621883383,20,1,3,conservative,3,0.7882752081708296,2,0,5,1,3,1
24,4,1,4,0.8779743204450695,7,29.844972075754637,0.274071589342191,0.6971358058918092,-0.1797510110923703,2.4745570405523303,0.1864198048539745,0.9764565294354102,0.207892567318752,16,2,5,aggressive,1,0.2590351441033471,3,0,4,1,5,4
68,3,1,3,0.8680566901074503,6,24.70494923860513,0.807070903866703,0.6486389567688156,-0.1842432665228722,6.457652451640655,0.7493694366449569,0.9546663568790688,0.2243740770690442,17,5,5,aggressive,3,0.708676719965507,4,0,3,4,2,5
39,2,5,4,0.8059254001176211,2,59.63705494508219,0.195240602956492,0.2752882134518601,0.0295799464276041,2.0821845424049226,0.5456959688130258,0.8001375827520759,0.0601426507359322,80,1,1,balanced,1,0.2148546064249981,1,1,3,1,1,2
45,2,3,1,0.7900304363070614,2,52.93857096678669,0.3453419522448878,0.1562065686866219,-0.0428419564427283,5.588350274090224,0.2040643885466005,0.2416589208191851,0.2788611744025419,19,4,4,conservative,2,0.0403301610515129,5,0,3,1,4,5
19,3,3,1,0.3046791390980408,4,37.78095153140697,0.3356104542698427,0.6359403268267109,-0.1885390289689382,19.895789263958573,0.2919111734978072,0.0680373140916696,0.0625850871808288,8,3,3,balanced,5,0.2011365425903772,4,1,3,5,4,4
59,3,3,5,0.0809192830512521,4,34.59326430975468,0.9785254683891406,0.5993021161394377,0.0333009569250227,-5.943480588614358,0.7486087085818324,0.3169041377206247,0.208734414092044,38,1,1,aggressive,2,0.1786288767542995,1,0,2,2,1,1
62,5,5,5,0.4029801787651614,6,37.61896830965046,0.8565372237479268,0.1793560102892409,-0.195478985364391,10.263681360092768,0.4826012356615207,0.2667945494338308,0.0935509058257036,38,5,4,balanced,4,0.3377479967348472,4,0,3,5,3,3
23,5,1,3,0.1735245149865086,4,12.87741436152356,0.7011698615902597,0.7051391455705633,0.1149487832597092,1.880028991568457,0.2160314403930722,0.5059258001463939,0.2590129306088337,53,1,5,balanced,4,0.4184494971754581,2,1,4,5,3,4
45,2,5,2,0.6949510889024617,2,24.3131268525948,0.7270567616153901,0.4551719917336564,-0.0774268709186513,-6.009706032780136,0.9672711903702976,0.7777279100677931,0.2631044974600715,93,2,2,conservative,1,0.5085388914977079,3,1,4,1,5,2
45,4,5,4,0.3460997265377855,7,3.32811244056306,0.5620727944025711,0.6677605916031529,-0.1838967987963071,-5.2378970987707145,0.7151250198168879,0.858322938878858,-0.0650332768515664,100,1,3,aggressive,4,0.4767538755083281,5,0,1,5,2,2
61,2,3,3,0.9756102008599148,3,29.05721621172277,0.9470906671085192,0.8373670797701507,0.0353408883932613,18.478193187368507,0.957134832539796,0.8448640854105085,0.2745973325240903,90,4,3,balanced,2,0.2706746059652893,1,1,2,3,3,2
61,4,2,5,0.640972077345332,5,33.03845045350213,0.4962587528823615,0.1697284285769231,-0.0409262342267781,16.38804490135286,0.4271050453603432,0.3596755612230677,0.2302139366081662,31,1,4,conservative,3,0.0291706685740744,5,1,4,5,4,5
37,4,1,4,0.822480563634361,3,14.437234430089363,0.3805177098698945,0.0191448679968366,0.1895201653428598,17.211258812450655,0.4751003406917204,0.6872343434606829,0.2165242857250667,44,3,1,balanced,2,0.6051016222371507,5,0,2,4,5,4
47,5,3,5,0.1325246727418484,3,57.87770198276531,0.163035336931591,0.7791025863957868,0.0176794650014808,19.7459832748216,0.8979552161850192,0.31283419752422,-0.019635464125791,60,1,5,conservative,1,0.3957448298473544,5,1,1,3,5,5
28,1,2,4,0.8620144822726226,2,54.65782204529728,0.786205652261058,0.6096974251526159,-0.0899043275851966,-3.750538299744461,0.5250493402453846,0.0609055432351827,0.2220476835018659,76,2,4,conservative,4,0.2986721573875497,1,0,2,4,1,5
45,1,2,2,0.9227571905133944,3,43.60645089189845,0.7344439320755914,0.6996395696221217,0.0837755458535899,0.6631801209218526,0.7072789119056672,0.7015652656029423,0.2400530938740147,17,1,2,balanced,3,0.8669410428305123,1,0,4,2,2,2
42,3,4,3,0.4870619188189359,6,32.469811097156395,0.3843550385241349,0.8381549749886426,-0.0914031989829154,10.076570897746002,0.2521728774955299,0.0098275525697878,0.0156601337816603,79,4,2,aggressive,5,0.7467433077981598,5,1,1,3,5,4
56,5,1,4,0.6062529377509774,1,52.32818041921341,0.0251934139592293,0.8028109348245005,0.161697316563026,4.514076195819417,0.4467264687026405,0.4091825874584885,0.2809040313449295,73,5,2,aggressive,3,0.8577655483724422,3,0,2,2,3,2
50,4,2,1,0.7648098009029954,4,8.708488285584313,0.8389973277180107,0.9609201469288248,-0.0501112117970494,2.5516860013500047,0.1234498658103551,0.3293792693020757,-0.0800559414403343,39,1,4,conservative,3,0.494982794712461,4,1,2,2,1,4
18,1,3,1,0.1748386272604125,1,47.64007786221821,0.0114179834540736,0.5359350788521182,0.019947425110482,0.7343374800677918,0.2059800358769616,0.6933775385188524,-0.0400362987011441,42,1,5,aggressive,2,0.1309312521267774,5,0,1,5,2,5
44,4,4,4,0.5025660764634424,7,8.364428024044049,0.703699779629051,0.4884956326599053,-0.1797707584703084,7.813418958303565,0.000943415267631,0.7662454727603789,0.1150324552206057,48,3,3,conservative,5,0.6962214361212724,2,1,2,4,3,4
69,1,1,4,0.3986630277723131,5,47.85842909041492,0.970257109726057,0.4018871998907301,-0.0295515048191076,7.267802859202462,0.0392650516486602,0.3040946359712838,0.1303169884489239,12,4,1,aggressive,1,0.2060737799371752,5,1,2,2,5,3
30,1,5,4,0.1463739921622491,4,17.27028652683006,0.4376613281482034,0.1536910428442045,0.132945415864398,-5.156264978072798,0.9772838231769292,0.8116270144448535,0.1580600333203613,96,5,3,balanced,1,0.4412296690917168,1,1,5,5,2,5
58,1,3,1,0.3675344222915314,3,52.74834428007315,0.2349734049959527,0.5726072328820224,0.1222595221453368,4.152195125553172,0.2423536951367623,0.2939167605049337,-0.0932123482738134,89,2,5,aggressive,3,0.0650007889488885,4,1,4,3,5,1
20,5,2,1,0.0681723093854935,5,56.69848353569847,0.7048710100433817,0.2770125243259788,-0.1102725764585895,6.604153286295496,0.663310709504002,0.4463263599865612,0.2841467098488521,18,1,3,conservative,3,0.8253084024229824,2,1,1,1,5,5
56,2,2,4,0.0258119069494869,4,9.778962194901824,0.8171281420155851,0.9213075122129756,-0.1095683715957749,7.108608161941714,0.8390996987996115,0.7270185270141339,-0.0821647629063424,79,5,4,conservative,4,0.1259406410475005,4,0,5,2,4,4
23,4,3,5,0.1351662891548227,6,28.297860698858216,0.5464303160778473,0.5831908042770976,0.1269221248852947,-3.6967842126294457,0.5506604592365643,0.6929202292247886,-0.042775218910639,96,2,2,aggressive,5,0.9030975070493096,4,0,4,3,1,5
25,5,2,5,0.9631151115891738,6,58.87825531159842,0.9670352752561462,0.5928401805081102,0.1721593680677302,12.268141767568604,0.1531445000839562,0.9873684723122,-0.0943941929895772,6,4,5,balanced,3,0.8642306022615571,2,1,1,4,1,2
44,5,4,2,0.549529535895017,6,29.52103872241565,0.0516687216579611,0.35492466087701,-0.1618556314907986,-9.244027155367911,0.7281164373361664,0.2251610242159318,0.1267433733176378,43,4,5,conservative,4,0.464582764439246,5,0,4,5,1,3
26,5,1,3,0.96582216115322,6,51.94930382835816,0.5047955983045281,0.0519893519777074,-0.0199765442295098,0.6449556662948801,0.600251410099583,0.6623179135395824,0.2729067535683889,35,5,3,conservative,5,0.7443682043039906,5,1,5,5,1,3
54,5,4,5,0.432497878330132,3,35.73515980574787,0.7184539473225501,0.0317437653729886,-0.0650182884143084,13.406379456069008,0.7312505893473751,0.6096819082757774,0.1663788664321857,98,2,4,conservative,1,0.6194450738181533,5,1,3,2,5,5
50,5,2,1,0.3118161330852596,1,23.14446456725651,0.862640471149179,0.4233351441531975,0.1482753821829757,6.916787631662071,0.7697466228570872,0.91509845449003,0.2290629873921709,54,4,3,conservative,4,0.8030756423377449,3,0,2,1,3,3
68,3,5,5,0.5061418628402441,4,17.86122977602634,0.17925561190779,0.0845653780972378,-0.1665900341279925,-2.1651270246741925,0.9754103676847452,0.156362141644875,-0.0946875186165679,62,5,3,conservative,5,0.431805100785912,5,0,3,3,2,3
59,4,1,2,0.4395116886329101,3,12.99016237407915,0.8000034817636814,0.6068469555401391,-0.115549622976785,10.848593580291432,0.57356328002671,0.751798163586933,0.1168061193918904,69,4,5,balanced,4,0.78580848424435,2,1,2,4,1,4
61,5,1,2,0.1056646842617439,6,45.946093291284136,0.5527070757185453,0.8809730056396574,0.1009873350345977,7.021728324682201,0.3416411126906018,0.5682686162687683,0.0838251910022087,82,4,3,aggressive,3,0.4624568170651479,3,1,5,4,1,4
41,4,3,3,0.6408263146902062,7,23.805889902558643,0.3965536819899632,0.8829148165187222,-0.1794824604075137,13.887308283691617,0.6484645569002371,0.2746658697879054,0.0995871776883172,16,4,2,balanced,2,0.9409657878427938,5,1,2,4,5,3
32,3,3,5,0.2160381825095996,1,31.16525226984432,0.1317150285790935,0.6590454101322324,-0.0029858477142842,12.050755585694702,0.0684407092426261,0.4744349141471741,-0.0711147258659248,8,3,3,balanced,1,0.4863721008251476,3,1,5,4,5,4
49,3,5,1,0.6195879548978296,7,30.04720332006973,0.8652957589089124,0.211231831472931,-0.0231571861281119,8.303237661087039,0.8973973183215863,0.3337765970697978,0.173774144427723,89,2,2,conservative,3,0.4626192719337295,2,1,3,2,3,1
49,4,1,1,0.6502010923981534,5,35.059462724754745,0.1572732081797153,0.8629968313588721,-0.0662395284045005,4.645330259324421,0.1193810113381967,0.5793134027884609,0.1012881659434537,96,5,5,balanced,3,0.7850718615635127,5,1,1,4,3,5
41,1,5,4,0.1520248531286481,7,52.06905159184858,0.3097878592090992,0.8860934353132082,-0.0421710738724304,-6.004536229974297,0.3278428378858182,0.8890006108146659,0.2060595399445056,90,5,4,conservative,5,0.821577691760838,1,0,3,2,1,5
58,2,3,1,0.0613496271106681,5,58.86362127142233,0.2900455319624369,0.1966535849529587,0.0119762347720931,-2.160009463438487,0.8157453806261209,0.569304984412202,0.0941162536246861,86,2,2,balanced,4,0.5544891143211708,2,1,5,1,1,4
69,1,3,3,0.7807615860684398,5,25.0474683058552,0.8714140341908543,0.7374260857706773,-0.1354530566446467,2.5729841875125583,0.5973123783307118,0.631722418326584,-0.0402473455094271,31,2,4,conservative,1,0.1797978134950754,4,1,2,3,2,2
66,1,1,3,0.4598004237693202,6,49.82361640427188,0.672702994208898,0.2865195489271229,0.0287983513134371,7.97897861019166,0.3936355202774421,0.5187478471147094,0.1593027816311288,10,2,4,conservative,3,0.4677582309575795,4,0,5,2,4,1
66,1,4,1,0.0581637955054757,5,46.10713988462834,0.7966813971913723,0.8026403123529297,0.1221729317199945,5.411235656459144,0.4734356593750214,0.0511655064454759,-0.0310454551579335,56,2,2,balanced,5,0.9680725029096784,2,1,4,2,5,3
69,5,2,1,0.9948663171697671,2,34.83820813587882,0.250467898792499,0.9972378999036028,0.1040643719160636,-1.3544642212141156,0.8545473932021803,0.2328585568760942,0.2489578253419259,76,1,5,balanced,1,0.7529861930391851,4,1,4,1,5,1
29,3,3,4,0.0577805609963666,4,57.40678147310405,0.6248740996069989,0.0300260053293928,-0.1384400381224905,-9.806069266308684,0.3400043860598921,0.4920017294320827,0.1452464956276966,92,5,1,aggressive,4,0.8111626038791322,2,0,4,3,2,1
56,1,3,1,0.6950352288585532,4,12.827996416175765,0.5717459831437487,0.8973658657909319,-0.1403002121034104,4.887176657024417,0.8696496848121713,0.3102352837447047,-0.0371184465772183,70,1,4,aggressive,3,0.0328254988192401,1,1,5,2,2,2
19,3,4,4,0.9836789252634136,6,7.446588408267663,0.8328303767882711,0.622630533598658,-0.0927302529020346,-1.4312203431327075,0.0881344309766914,0.1817635977611942,0.2849352229924827,20,4,4,aggressive,3,0.4678594626341599,2,0,1,1,4,1
20,4,4,4,0.2391801042159256,2,51.383756050369904,0.9060870604812604,0.9733826191648212,-0.0555701094635851,12.038249021316052,0.7767984372086307,0.5041328419184383,0.1073461853341282,5,4,5,balanced,3,0.6466211336575554,5,1,3,4,2,4
